Frame,Object,Confidence
1,car,0.846467912197113
1,person,0.6981801390647888
1,person,0.6907070279121399
1,person,0.5842907428741455
1,car,0.579813539981842
1,person,0.5043390989303589
1,car,0.4903118908405304
1,umbrella,0.4897046983242035
1,backpack,0.3673135042190552
1,person,0.31405505537986755
1,person,0.30662497878074646
1,umbrella,0.2931755781173706
2,car,0.8965624570846558
2,person,0.6834459900856018
2,person,0.674787163734436
2,person,0.6716455221176147
2,car,0.6666741967201233
2,person,0.5309004187583923
2,backpack,0.46191903948783875
2,person,0.45735809206962585
2,umbrella,0.429247111082077
2,umbrella,0.3565479516983032
2,car,0.3167301118373871
2,backpack,0.3003903031349182
2,car,0.2763322591781616
3,car,0.8960105180740356
3,person,0.6835156679153442
3,car,0.668892502784729
3,person,0.6662563681602478
3,person,0.662620484828949
3,person,0.527091920375824
3,backpack,0.46075567603111267
3,person,0.4487644135951996
3,umbrella,0.43044328689575195
3,umbrella,0.3537054657936096
3,car,0.3146919012069702
3,backpack,0.29780346155166626
3,car,0.27794376015663147
4,car,0.8950862884521484
4,person,0.7648870348930359
4,backpack,0.7167264223098755
4,person,0.6823536157608032
4,person,0.6653696298599243
4,person,0.6523184776306152
4,car,0.5426905155181885
4,car,0.4920276999473572
4,umbrella,0.45915687084198
4,person,0.35374635457992554
4,umbrella,0.3394180238246918
4,car,0.25311893224716187
5,car,0.8927173018455505
5,person,0.7629010081291199
5,backpack,0.7176558375358582
5,person,0.6809287667274475
5,person,0.6635067462921143
5,person,0.6489261388778687
5,car,0.5395696759223938
5,car,0.48919057846069336
5,umbrella,0.45773059129714966
5,person,0.36445721983909607
5,umbrella,0.3457687795162201
5,car,0.2509360909461975
6,car,0.8869150876998901
6,person,0.7743405699729919
6,person,0.731498122215271
6,person,0.7296133041381836
6,car,0.6809780597686768
6,person,0.6122419238090515
6,backpack,0.49843505024909973
6,person,0.42872780561447144
6,umbrella,0.38789841532707214
6,backpack,0.3512704372406006
6,car,0.2742445170879364
6,umbrella,0.2675737142562866
7,car,0.8851741552352905
7,person,0.772057831287384
7,person,0.7304866313934326
7,person,0.7300277352333069
7,car,0.6823112964630127
7,person,0.600614070892334
7,backpack,0.5014262199401855
7,person,0.43388694524765015
7,umbrella,0.3913123309612274
7,backpack,0.362091600894928
7,car,0.28390100598335266
7,umbrella,0.2651326358318329
8,car,0.8985176086425781
