Frame Number,Object,Confidence Score
1,person,0.6697475
1,person,0.64620346
1,person,0.6446826
1,person,0.6422543
1,person,0.61789256
1,person,0.601462
1,person,0.5956957
1,person,0.59510785
1,person,0.5939634
1,person,0.5847276
1,person,0.5725679
1,person,0.5487157
1,person,0.54631746
1,car,0.50601983
1,person,0.5023283
1,person,0.49446687
1,person,0.4807255
1,person,0.4769198
1,person,0.46626973
1,person,0.46070632
1,person,0.45274848
1,person,0.40898746
1,bicycle,0.40348512
1,handbag,0.39651874
1,handbag,0.39153758
1,person,0.38449407
1,person,0.3817562
1,person,0.38003647
1,car,0.37072045
1,car,0.3684884
1,handbag,0.36169806
1,bicycle,0.35763255
1,person,0.3571458
1,person,0.35482296
1,person,0.34805274
1,person,0.3479619
1,person,0.3393291
1,person,0.33193392
1,backpack,0.33121368
1,person,0.33111617
1,person,0.3298336
1,traffic light,0.32506058
1,handbag,0.32438973
1,traffic light,0.32301748
1,handbag,0.31943727
1,person,0.31817856
1,person,0.31584448
1,handbag,0.3150056
1,person,0.3132444
1,backpack,0.31115907
1,person,0.31028056
1,backpack,0.30905887
1,person,0.30352208
1,person,0.30253214
1,handbag,0.3019002
1,handbag,0.30113596
1,handbag,0.2946084
1,handbag,0.29398996
1,umbrella,0.29220673
1,person,0.2907361
1,person,0.29023778
1,person,0.28931487
1,handbag,0.28893742
1,handbag,0.2888418
1,person,0.28636336
1,backpack,0.285221
1,person,0.28407782
1,person,0.2837432
1,person,0.2834131
1,bench,0.2830858
1,person,0.28261492
1,handbag,0.28046632
1,handbag,0.28035313
1,handbag,0.2802112
1,motorcycle,0.27944574
1,handbag,0.2788809
1,handbag,0.27846286
1,person,0.27808517
1,person,0.27791464
1,kite,0.2768621
1,handbag,0.2766649
1,person,0.27432585
1,handbag,0.27121583
1,handbag,0.27120024
1,person,0.27088585
1,handbag,0.2706797
1,bicycle,0.26989523
1,kite,0.26963556
1,bird,0.26946586
1,backpack,0.26901892
1,person,0.2684003
1,person,0.2683424
1,traffic light,0.26633403
1,backpack,0.2659029
1,bicycle,0.2628364
1,person,0.26115727
1,handbag,0.2610774
1,person,0.26043266
1,person,0.25891238
1,person,0.25716314
2,person,0.6853307
2,person,0.64783585
2,person,0.63100713
2,person,0.62539816
2,person,0.6212509
2,person,0.6000537
2,person,0.59505045
2,person,0.5899087
2,person,0.5825194
2,person,0.5533338
2,person,0.54267454
2,person,0.5359095
2,person,0.5033831
2,car,0.49782276
2,person,0.48676592
2,person,0.4819612
2,person,0.47163144
2,person,0.47100574
2,person,0.45555758
2,person,0.4387657
2,bicycle,0.41979524
2,person,0.41425025
2,person,0.40510046
2,car,0.39366093
2,bicycle,0.38531923
2,person,0.3848757
2,handbag,0.38090152
2,handbag,0.37661076
2,person,0.37635836
2,person,0.36969614
2,car,0.3676026
2,person,0.35348508
2,person,0.3514
2,person,0.35009533
2,traffic light,0.3495945
2,person,0.3494668
2,handbag,0.3464014
2,person,0.34608856
2,backpack,0.3449603
2,person,0.33699176
2,handbag,0.33667657
2,traffic light,0.33059153
2,person,0.3278379
2,motorcycle,0.3270784
2,handbag,0.3265361
2,handbag,0.32388315
2,person,0.32252425
2,person,0.3220202
2,person,0.3219126
