Frame,Object Name,X1,Y1,X2,Y2
27,person,23,174,477,850
27,cup,319,375,368,420
27,remote,230,422,277,481
27,chair,194,651,477,851
28,person,22,173,476,850
28,remote,229,421,276,480
28,cup,319,376,367,422
29,person,21,173,476,850
29,remote,227,418,276,479
29,cup,319,379,367,424
30,person,21,173,476,850
30,remote,226,416,275,476
30,cup,319,382,367,429
31,person,20,173,476,850
31,remote,225,413,275,474
31,cup,321,384,369,432
32,person,21,177,475,852
32,remote,222,411,273,471
32,cup,322,387,369,436
33,person,19,175,475,850
33,remote,222,409,272,468
33,cup,322,391,371,443
34,person,19,176,475,850
34,remote,221,407,272,466
34,cup,325,395,372,444
35,person,21,180,475,852
35,remote,221,405,272,464
35,cup,327,398,374,454
35,remote,327,398,374,446
36,person,22,182,476,852
36,remote,222,404,273,462
36,cup,328,401,375,455
37,person,23,178,476,850
37,remote,223,402,275,459
37,remote,329,403,377,455
38,person,24,181,476,850
38,cup,330,406,378,459
38,remote,225,401,278,458
39,person,27,179,477,850
39,remote,227,399,279,455
39,cup,330,407,379,460
40,person,30,179,477,851
40,remote,228,399,281,454
40,cup,331,407,380,461
41,person,33,180,478,851
41,remote,229,398,282,453
42,person,34,183,478,851
42,remote,229,397,283,452
42,cup,333,406,382,459
43,person,35,184,479,851
43,remote,229,399,283,453
43,cup,333,405,382,458
44,person,35,186,479,851
44,remote,229,400,282,454
44,cup,333,402,383,455
45,person,34,183,479,851
45,remote,229,401,282,457
45,cup,333,401,383,455
46,person,34,183,479,851
46,remote,229,403,281,458
46,cup,333,401,383,453
47,person,34,185,479,851
47,remote,228,404,281,459
47,cup,333,401,384,453
48,person,33,185,479,851
48,remote,228,406,280,461
48,cup,334,401,384,453
49,person,33,186,479,851
49,remote,228,407,280,463
49,cup,334,401,385,454
50,person,33,184,479,851
50,remote,228,407,280,464
51,person,32,180,479,851
51,remote,227,409,280,465
52,person,33,180,479,851
52,remote,227,412,281,467
52,cup,338,409,387,464
53,person,34,179,479,851
53,remote,228,414,282,470
54,person,34,177,479,851
54,remote,229,415,282,472
54,remote,306,412,389,507
55,person,34,174,479,851
55,remote,230,416,282,474
55,remote,339,412,388,467
56,person,33,173,479,851
56,remote,230,416,282,474
56,cup,339,410,387,465
57,person,32,172,479,851
57,remote,228,415,282,472
57,remote,338,407,386,463
58,person,32,172,479,851
58,remote,226,413,281,469
58,remote,335,405,384,460
58,remote,304,406,385,506
59,person,31,172,479,851
59,remote,224,412,278,466
59,remote,303,404,384,505
59,remote,333,404,383,459
60,person,29,172,479,851
60,remote,222,410,276,464
60,remote,332,403,381,457
60,remote,302,403,381,506
61,person,28,172,479,851
61,remote,220,408,274,462
61,remote,330,403,380,457
62,person,28,172,479,851
62,remote,219,407,272,461
62,remote,329,403,378,457
63,person,28,171,479,851
63,remote,218,406,271,458
64,person,28,170,479,851
64,cup,327,405,377,459
64,remote,217,406,270,457
65,person,28,172,479,851
66,person,28,171,479,851
67,person,30,171,479,851
68,person,31,171,479,851
68,cup,330,409,379,464
68,remote,216,402,269,454
69,person,32,172,479,851
69,remote,216,401,269,453
70,person,32,172,479,851
70,remote,215,401,268,452
70,cup,329,406,378,460
71,person,33,172,479,851
71,remote,215,401,268,451
71,cup,329,404,378,458
71,remote,301,404,378,509
72,person,34,173,479,851
72,remote,215,400,268,450
72,remote,300,404,379,509
73,person,33,173,479,851
73,remote,214,401,267,450
73,remote,301,404,380,509
73,remote,330,404,380,457
74,person,33,176,479,853
74,remote,214,402,267,451
74,remote,300,406,381,510
75,person,32,175,479,851
75,remote,213,403,266,450
75,remote,299,409,381,511
76,person,30,176,479,851
76,remote,210,404,265,451
76,remote,299,411,382,512
76,chair,198,660,476,851
77,person,27,178,479,851
77,remote,207,401,263,450
77,remote,299,411,382,512
78,person,25,177,479,851
78,remote,203,399,260,446
78,remote,295,412,381,511
79,person,26,182,478,852
79,remote,293,412,380,510
79,remote,201,396,258,442
80,person,26,183,478,851
80,remote,198,392,256,440
80,remote,294,412,380,509
81,person,24,184,479,851
81,remote,197,390,255,436
81,remote,294,412,380,510
82,person,24,185,477,851
82,remote,194,388,253,434
82,cup,332,410,379,464
82,remote,294,411,379,509
83,person,24,187,476,851
83,remote,192,386,253,432
83,cup,332,409,379,463
84,person,25,189,474,851
84,remote,191,385,252,431
84,cup,330,406,378,459
85,person,26,190,472,851
85,remote,191,385,252,430
85,cup,329,403,377,455
85,remote,329,403,377,455
86,person,28,193,468,851
86,remote,193,386,253,430
86,cup,328,401,376,453
87,person,30,195,466,851
87,remote,194,386,255,430
87,cup,326,399,375,452
88,person,32,197,464,851
88,remote,197,386,258,430
88,cup,324,397,373,448
89,person,36,201,461,851
89,cup,323,397,372,447
89,remote,199,387,259,431
89,chair,0,390,459,851
90,person,38,204,461,850
90,cup,322,398,371,448
90,remote,201,387,261,433
91,person,40,205,460,850
91,cup,322,401,370,451
91,remote,201,388,262,435
92,person,42,205,458,851
92,remote,203,390,263,436
92,cup,323,404,371,453
92,remote,322,404,370,453
93,person,44,203,461,851
93,remote,204,392,263,437
93,bowl,323,408,371,458
93,cup,323,408,372,458
94,person,46,206,464,851
94,remote,206,393,265,440
94,remote,325,413,373,462
94,chair,0,396,457,851
95,person,46,209,464,851
95,remote,207,394,266,443
95,chair,0,395,457,851
95,remote,328,416,375,466
96,person,46,208,464,851
96,remote,209,396,268,444
96,cup,330,419,376,469
96,chair,0,394,455,851
96,couch,0,389,476,849
97,person,46,209,463,851
97,remote,211,398,270,447
97,cup,331,422,377,472
97,chair,0,394,456,851
97,remote,331,422,377,472
98,person,46,209,461,851
98,remote,213,399,271,449
98,cup,332,423,377,474
98,chair,0,393,454,851
98,remote,332,423,377,474
98,couch,0,388,477,849
99,person,47,209,462,850
99,remote,215,400,273,452
99,cup,333,423,377,475
99,chair,-1,393,455,851
99,cell phone,215,400,273,452
100,person,47,212,460,851
100,remote,216,401,275,452
100,chair,-1,392,454,851
101,person,49,210,459,851
101,remote,219,401,277,453
101,cell phone,334,423,378,472
101,couch,0,388,478,849
101,chair,-1,391,454,851
102,person,52,209,461,850
102,cell phone,333,421,378,470
102,remote,222,401,280,453
102,couch,0,388,477,849
102,chair,-1,390,452,851
103,person,54,211,459,850
103,cell phone,332,419,377,468
103,couch,0,388,477,849
103,chair,-1,388,452,851
103,remote,224,401,282,453
104,person,56,210,457,850
104,cell phone,332,416,376,465
104,remote,227,400,284,453
104,couch,0,388,472,849
104,chair,-1,387,450,851
105,person,57,216,456,851
105,cell phone,329,412,373,462
105,couch,0,386,467,849
105,remote,228,400,285,453
106,person,57,219,454,851
106,cell phone,325,410,370,458
106,couch,0,385,470,849
106,cup,230,400,286,454
107,person,57,225,450,851
107,couch,0,385,470,850
107,cup,322,408,366,456
108,person,56,230,446,850
108,couch,0,378,469,850
108,remote,231,405,287,456
108,cell phone,318,408,364,456
109,person,55,237,444,850
109,cell phone,317,408,362,456
109,couch,0,375,468,850
110,person,55,243,443,850
110,couch,0,371,466,850
110,cell phone,317,409,362,458
110,remote,234,410,290,463
111,person,54,248,441,850
111,remote,236,413,289,465
111,remote,317,411,361,459
111,couch,0,368,463,850
112,person,53,251,439,851
112,remote,236,415,290,467
112,remote,317,412,361,461
112,couch,0,370,464,850
112,chair,169,517,439,851
113,person,52,257,438,850
113,remote,237,417,291,469
113,remote,318,414,360,463
113,couch,0,367,468,850
114,person,51,267,435,851
114,chair,170,542,435,851
114,remote,318,415,360,462
114,couch,0,368,469,851
114,remote,237,419,292,471
115,person,51,272,434,851
115,remote,238,419,290,472
115,remote,317,415,361,463
115,couch,0,361,466,851
116,person,52,271,433,851
116,remote,239,420,292,473
116,chair,172,530,432,851
116,couch,0,366,467,851
116,remote,317,414,360,463
117,person,54,274,432,851
117,remote,241,421,292,474
117,hair drier,259,273,363,460
117,couch,0,365,469,850
117,chair,171,520,430,851
117,chair,170,705,423,851
118,person,57,275,433,851
118,remote,244,421,294,474
118,couch,0,366,465,850
118,hair drier,262,273,363,458
119,person,60,277,431,851
119,hair drier,265,275,363,458
119,couch,0,367,465,850
120,person,63,275,430,851
120,remote,248,421,298,474
120,hair drier,266,273,363,456
120,couch,0,368,463,850
121,person,65,276,429,851
121,remote,249,420,300,473
121,couch,0,367,461,850
121,hair drier,267,275,362,456
122,person,65,276,426,851
122,remote,250,421,300,475
122,hair drier,267,276,361,457
122,couch,0,368,454,850
123,person,65,285,425,851
123,remote,252,423,301,476
123,couch,0,368,449,850
123,hair drier,268,281,359,457
124,person,62,289,422,850
124,remote,251,426,300,479
124,couch,0,368,452,850
124,chair,0,368,311,851
125,person,63,289,420,851
125,chair,-1,369,311,851
125,remote,252,428,300,483
125,person,434,404,479,449
125,couch,0,369,449,850
126,person,61,293,418,851
126,chair,-1,370,312,851
126,person,431,403,479,449
127,person,59,299,417,851
127,remote,248,433,295,486
127,person,432,400,479,449
127,chair,-1,368,316,851
128,person,58,303,416,851
128,remote,246,437,293,489
128,chair,-1,369,316,851
128,person,432,399,479,451
129,person,57,308,416,851
129,remote,246,439,292,496
129,person,432,398,479,452
129,chair,-1,370,317,851
130,person,57,314,414,850
130,remote,246,443,291,497
130,person,430,396,479,453
130,chair,-1,369,317,851
131,person,58,317,413,850
131,person,428,394,479,453
131,chair,0,369,320,851
131,remote,246,446,291,500
132,person,60,321,414,850
132,chair,-1,370,316,851
132,person,422,396,479,458
132,remote,246,448,291,501
133,person,63,326,414,850
133,person,422,396,479,458
133,chair,0,370,316,851
133,remote,248,451,293,505
134,person,67,330,415,851
134,chair,0,370,313,851
134,remote,249,454,295,505
134,person,423,396,479,457
135,person,71,334,416,851
135,chair,0,370,316,851
135,remote,254,457,297,506
135,person,429,395,479,454
135,cell phone,253,457,297,508
136,person,74,337,417,850
136,remote,255,459,299,510
136,chair,-1,372,316,851
136,person,428,395,479,453
137,person,77,338,419,850
137,remote,257,461,300,509
137,chair,0,373,317,851
137,person,430,395,479,452
138,person,79,341,419,851
138,chair,0,373,317,851
138,person,430,396,479,452
139,person,80,342,420,850
139,chair,0,372,320,851
139,person,429,396,479,452
140,person,80,343,420,850
140,chair,0,373,320,851
141,person,79,343,420,850
141,chair,0,373,318,851
142,person,80,345,419,851
142,chair,0,374,318,851
143,person,80,346,421,851
143,chair,0,374,321,851
144,person,80,347,421,851
144,chair,0,375,317,851
145,person,81,347,422,851
145,chair,0,375,317,851
146,person,81,348,422,851
146,chair,0,375,319,851
146,remote,257,481,297,534
147,person,81,347,423,851
147,remote,257,483,296,537
147,chair,0,375,320,851
148,person,82,347,424,851
148,remote,258,485,296,538
148,chair,0,376,320,851
149,person,82,348,426,851
149,chair,0,376,319,851
150,person,82,345,428,851
150,chair,-1,375,319,851
151,person,82,346,430,850
151,chair,-1,375,317,851
151,remote,259,487,297,541
152,person,82,347,433,851
152,chair,-1,376,318,851
153,person,82,347,433,851
153,chair,-1,376,317,851
154,person,81,346,437,851
154,chair,0,376,316,851
155,person,80,348,437,851
155,chair,-1,376,318,851
156,person,80,349,436,851
156,remote,263,491,299,550
156,chair,-1,376,318,851
157,person,80,350,437,851
157,remote,265,491,299,546
158,person,77,349,442,851
158,remote,265,493,300,549
159,person,76,349,446,851
160,person,75,349,444,851
160,remote,273,496,303,551
161,person,77,350,440,851
161,remote,274,496,303,551
162,person,76,350,439,851
162,remote,273,496,302,552
162,cell phone,271,496,302,552
163,person,72,352,442,852
163,cell phone,272,496,302,552
163,remote,272,496,301,552
164,person,70,351,441,851
164,remote,271,496,301,552
164,cell phone,267,496,301,552
164,couch,0,378,443,851
165,person,67,348,439,851
165,remote,269,496,301,552
165,couch,0,378,447,850
166,person,64,343,437,851
166,remote,267,496,299,551
166,couch,0,379,447,850
167,person,59,336,437,851
167,remote,265,495,294,549
167,couch,0,380,449,850
168,person,56,329,436,851
168,remote,262,494,293,549
168,couch,-1,380,452,850
169,person,53,319,437,851
169,remote,259,492,292,549
169,cell phone,258,492,292,549
169,couch,-1,381,452,850
170,person,51,309,436,851
170,remote,256,491,292,549
170,cell phone,256,491,291,548
170,couch,-1,381,451,850
171,person,49,298,438,851
171,cell phone,253,489,291,545
171,couch,-1,381,453,850
171,remote,253,489,291,545
172,person,47,288,439,851
172,remote,251,487,288,542
172,couch,-1,381,450,850
173,person,45,275,438,851
173,remote,249,484,288,540
173,couch,-1,380,451,849
174,person,44,264,441,852
174,remote,247,483,289,538
174,couch,-1,381,458,849
174,cell phone,247,483,289,538
175,person,43,253,442,851
175,remote,246,481,290,536
175,couch,-1,380,458,849
176,person,42,252,445,852
176,remote,245,478,291,532
176,couch,-1,381,459,849
177,person,41,248,443,852
177,remote,243,475,290,533
177,couch,-1,380,463,850
178,person,42,242,449,852
178,remote,243,471,290,531
178,couch,-2,376,465,850
179,person,43,239,451,851
179,remote,241,468,291,528
179,couch,-2,376,467,850
180,person,43,235,447,851
180,remote,239,463,291,522
180,couch,-1,377,469,850
181,person,44,231,442,851
181,remote,237,457,289,518
181,person,460,432,479,482
181,couch,0,393,472,850
182,person,44,233,444,851
182,remote,232,452,287,513
182,cup,367,441,413,498
182,person,461,433,479,482
182,couch,0,400,471,850
183,person,39,235,452,851
183,remote,229,447,284,506
183,cup,366,435,413,492
183,person,461,434,479,484
183,couch,0,405,474,850
184,person,41,231,441,850
184,remote,224,443,280,502
184,cup,365,431,413,487
184,person,463,435,479,484
185,person,37,229,467,850
185,cup,362,426,412,479
185,remote,219,440,275,497
186,person,36,230,462,851
186,cup,360,422,411,475
186,remote,216,438,271,494
187,person,35,227,463,851
187,remote,213,436,269,492
187,cup,358,419,409,470
188,person,33,225,462,851
188,remote,209,436,265,490
189,person,32,226,459,850
189,remote,208,435,264,490
189,cup,354,415,405,466
190,person,31,227,464,850
190,remote,206,435,262,491
190,remote,352,414,403,464
191,person,29,226,468,851
191,remote,205,437,260,493
192,person,28,228,470,851
192,remote,205,440,260,497
193,person,27,228,471,851
193,remote,209,445,261,503
193,cup,347,414,398,462
194,person,26,230,471,851
194,cup,345,415,396,464
194,remote,214,451,266,510
195,person,26,232,471,851
195,cup,345,417,395,465
195,remote,219,458,266,521
196,person,25,234,471,851
196,cup,345,419,394,466
196,remote,223,465,268,527
197,person,24,237,469,851
197,cup,344,422,393,475
197,remote,225,471,268,529
198,person,24,234,469,851
198,cup,344,424,392,473
198,remote,226,474,268,534
199,person,24,235,470,851
199,cup,344,426,391,477
199,remote,227,476,269,540
200,person,24,240,471,851
200,remote,228,478,270,539
200,cup,343,428,390,478
200,cup,343,429,390,502
201,person,25,239,471,851
201,remote,229,478,271,540
201,cup,341,430,387,480
202,person,26,242,471,850
202,remote,230,479,272,541
202,cup,339,430,385,479
203,person,27,242,472,851
203,remote,232,478,274,539
203,cup,337,431,383,485
204,person,28,241,471,851
204,remote,234,478,276,540
204,cup,335,430,381,486
205,person,29,241,471,851
205,remote,234,478,277,540
205,cup,332,430,378,489
206,person,30,247,471,851
206,remote,235,478,278,538
206,cup,330,430,376,478
207,person,31,248,471,851
207,remote,236,478,279,537
207,cup,328,429,373,478
208,person,32,249,471,850
208,cup,325,429,371,478
208,remote,237,478,279,536
209,person,33,250,470,850
209,remote,236,476,280,535
209,cup,323,430,369,478
210,person,34,251,470,850
210,remote,237,476,280,535
210,cup,321,430,367,477
211,person,35,251,471,850
211,cup,320,431,366,480
211,remote,238,477,281,535
212,person,35,252,470,850
212,cup,318,432,365,480
212,remote,239,478,281,536
213,person,35,253,471,850
213,remote,240,478,281,536
213,cup,317,433,364,482
214,person,35,253,469,850
214,remote,240,479,281,536
214,cup,315,434,362,483
215,person,36,253,470,851
215,remote,240,481,281,539
215,cup,315,435,361,484
216,person,36,254,468,850
216,cup,315,437,361,486
216,remote,243,482,281,542
216,cell phone,242,482,281,542
217,person,37,250,465,850
217,cup,316,439,362,487
217,remote,245,485,282,544
217,cell phone,244,486,282,545
218,person,38,250,465,850
218,cup,316,441,362,491
218,remote,244,489,282,549
219,person,38,249,465,850
219,cup,318,444,364,495
219,remote,246,491,284,551
219,cell phone,244,491,284,552
220,person,39,250,462,850
220,cup,320,447,365,499
220,remote,248,492,283,548
221,person,39,249,456,850
221,remote,248,492,284,551
222,person,40,250,459,850
222,remote,322,452,368,503
222,remote,248,491,285,550
223,person,41,253,456,850
223,cup,322,453,367,505
223,remote,249,490,286,549
223,remote,322,453,368,504
224,person,43,254,460,850
224,cup,322,454,367,506
224,remote,249,489,287,548
225,person,45,255,456,850
225,cup,321,454,366,506
225,remote,322,455,367,506
226,person,45,263,461,851
226,cup,321,455,366,506
227,person,47,263,460,851
227,cup,321,455,365,506
228,person,49,264,461,851
228,remote,255,487,292,544
228,remote,321,456,365,506
229,person,51,266,455,851
229,remote,321,457,365,506
230,person,52,267,454,850
230,remote,321,458,365,506
231,person,54,266,447,850
231,remote,320,459,364,508
232,person,55,267,450,850
232,couch,0,418,475,850
233,person,57,268,452,850
233,cup,318,460,362,509
234,person,58,269,447,850
234,cup,317,461,361,510
234,couch,0,412,478,850
235,person,60,270,447,850
235,cup,317,462,360,511
236,person,63,271,439,850
236,person,454,405,479,500
236,cup,314,463,359,515
237,person,66,270,439,850
237,cup,313,464,358,515
237,person,453,405,479,500
237,couch,0,404,467,850
238,person,69,270,443,850
238,cup,313,465,358,515
238,cell phone,269,485,309,542
238,person,451,404,479,500
239,person,74,269,439,850
239,cup,311,466,357,516
239,person,449,404,479,500
240,person,80,269,437,850
240,cup,311,466,356,515
240,person,446,403,479,500
241,person,87,269,429,850
241,person,444,402,479,500
241,cup,312,466,355,516
241,couch,0,401,462,851
242,person,90,270,430,850
242,person,442,402,479,499
242,cup,310,466,352,515
242,couch,0,405,462,851
243,person,94,269,425,850
243,person,439,401,479,499
243,couch,0,403,455,851
244,person,97,269,426,851
244,person,437,400,479,498
244,couch,-1,401,458,851
245,person,98,267,423,851
245,person,435,402,479,494
245,remote,279,457,346,509
246,person,95,269,415,850
246,remote,279,454,344,509
246,person,432,398,479,490
247,person,95,269,422,851
247,remote,279,450,342,508
247,person,431,396,479,486
247,couch,0,401,462,851
248,person,93,267,417,850
248,remote,279,449,340,507
248,person,429,394,479,487
248,couch,0,400,462,851
249,person,91,269,414,851
249,remote,279,448,338,506
249,person,426,393,479,490
249,couch,0,402,464,851
250,person,89,269,416,850
250,remote,277,447,337,506
250,person,424,390,479,492
250,couch,0,404,465,851
251,person,87,268,412,850
251,remote,274,447,334,505
251,person,421,387,478,495
251,couch,0,404,465,851
251,chair,-1,404,286,851
252,person,84,267,412,850
252,remote,270,447,331,504
252,person,419,384,478,495
252,couch,0,404,466,851
252,laptop,394,492,479,710
253,person,83,268,407,851
253,person,418,386,479,495
253,remote,265,448,329,504
253,couch,0,404,467,850
253,chair,-1,411,284,851
254,person,79,268,408,851
254,person,416,387,479,496
254,remote,259,449,326,502
255,person,77,268,405,851
255,person,414,385,478,497
255,chair,-1,410,281,851
255,remote,252,450,322,501
256,person,74,267,401,851
256,person,410,388,479,496
256,remote,248,451,318,500
256,chair,-1,411,275,851
257,person,71,266,402,851
257,person,408,388,478,496
257,remote,242,452,293,498
257,chair,0,405,273,851
258,person,69,266,402,851
258,remote,238,453,288,495
258,person,407,374,478,494
258,chair,0,404,271,851
259,person,65,265,402,850
259,remote,234,454,286,498
259,person,405,389,478,494
259,remote,270,452,311,494
259,chair,-1,412,270,851
260,person,64,261,399,851
260,remote,231,455,282,500
260,person,403,395,478,494
261,person,59,260,399,851
261,remote,226,457,278,504
261,person,401,394,479,493
261,chair,-1,411,269,851
262,person,51,261,398,850
262,remote,223,458,275,508
262,person,399,389,478,493
262,chair,-1,410,266,851
262,remote,264,449,305,488
262,cell phone,264,449,305,489
263,person,46,252,395,850
263,remote,219,459,270,509
263,person,398,380,478,492
263,remote,261,448,303,487
263,chair,-1,414,265,851
264,person,42,253,391,850
264,remote,215,459,266,507
264,person,396,384,479,491
264,remote,260,447,301,487
264,chair,-1,413,262,851
265,person,39,253,390,850
265,remote,212,460,262,509
265,person,395,383,478,492
265,remote,256,446,298,487
265,chair,400,364,463,410
266,person,35,252,390,850
266,remote,253,445,295,485
266,person,393,384,478,491
266,remote,207,461,259,514
267,person,31,254,388,850
267,remote,204,461,255,513
267,remote,251,444,293,484
267,person,391,385,478,490
267,laptop,395,363,460,409
268,person,28,252,388,850
268,remote,248,443,291,484
268,person,390,334,478,490
268,remote,200,460,251,514
268,laptop,394,363,459,409
268,chair,-1,417,255,851
269,person,25,252,386,850
269,remote,197,459,249,512
269,remote,246,441,288,483
269,person,389,330,478,489
269,chair,-1,419,256,851
270,person,24,249,386,850
270,person,387,329,479,489
270,remote,193,457,245,509
270,laptop,391,362,456,408
270,remote,243,441,286,482
271,person,22,248,382,850
271,person,386,320,479,489
271,remote,190,456,242,503
271,remote,241,439,285,479
271,laptop,390,362,454,408
271,dining table,356,484,479,696
272,person,20,247,382,851
272,person,386,322,479,489
272,remote,187,454,239,502
272,laptop,389,362,452,407
272,dining table,355,483,479,695
273,person,19,246,378,850
273,person,385,320,479,488
273,remote,184,451,236,500
273,laptop,387,361,451,407
273,remote,239,435,281,475
274,person,17,245,379,851
274,person,382,318,479,487
274,cell phone,237,434,280,474
274,laptop,385,361,450,407
274,remote,181,450,233,497
275,person,16,245,378,851
275,person,381,318,478,487
275,cell phone,236,432,279,471
275,laptop,384,361,449,407
275,chair,132,720,376,851
276,person,15,246,378,851
276,person,379,318,479,487
276,laptop,383,360,447,407
276,chair,129,720,376,851
277,person,13,255,379,851
277,person,379,317,478,486
277,laptop,382,360,446,406
277,remote,178,447,230,490
277,chair,382,360,446,407
277,dining table,349,479,479,763
278,person,13,246,377,851
278,person,378,317,479,486
278,laptop,381,360,445,406
278,remote,178,447,230,492
278,chair,128,720,375,851
279,person,12,255,378,851
279,person,377,315,479,485
279,remote,178,448,230,493
279,laptop,380,359,445,406
279,chair,128,720,374,851
280,person,12,255,378,851
280,person,376,314,479,485
280,remote,179,450,231,493
280,laptop,380,359,444,406
280,chair,127,720,374,851
281,person,11,255,377,851
281,person,376,314,479,484
281,remote,181,450,232,495
281,laptop,379,359,443,405
282,person,12,255,377,851
282,person,375,314,478,485
282,remote,182,452,233,496
282,laptop,379,359,442,405
282,chair,128,720,373,851
282,cup,229,424,274,464
283,person,11,255,377,851
283,person,375,314,479,484
283,remote,182,454,233,498
283,cup,228,424,274,464
283,chair,128,721,373,851
283,laptop,378,358,441,404
284,person,11,255,376,851
284,person,374,313,478,484
284,remote,182,454,233,499
284,cup,229,424,274,464
284,laptop,378,358,441,405
284,chair,127,720,373,851
285,person,11,255,375,851
285,person,373,313,478,484
285,remote,182,454,233,498
285,cup,229,424,274,465
285,laptop,377,358,441,404
285,chair,127,720,372,851
286,person,11,255,376,851
286,person,372,313,478,484
286,cup,228,425,273,465
286,remote,182,453,233,498
286,laptop,376,358,440,404
286,chair,126,721,372,851
287,person,11,254,375,851
287,person,372,313,478,483
287,cup,228,425,274,466
287,remote,182,452,232,497
287,laptop,376,358,440,404
287,chair,127,721,372,851
288,person,11,254,375,851
288,person,371,312,478,484
288,cup,227,426,272,466
288,remote,181,451,232,497
288,laptop,375,357,439,403
288,chair,126,721,372,851
289,person,11,254,375,851
289,person,371,312,478,483
289,cup,226,426,272,466
289,remote,182,450,232,497
289,laptop,374,357,438,403
289,dining table,346,479,478,689
289,chair,127,721,371,851
290,person,11,254,374,851
290,person,371,311,479,483
290,cup,225,426,271,466
290,remote,181,449,233,496
290,laptop,374,357,438,403
290,chair,126,721,372,851
291,person,11,253,374,851
291,person,371,311,479,482
291,cup,225,425,270,466
291,remote,181,448,232,496
291,laptop,374,357,438,402
291,chair,122,720,378,851
292,person,11,254,374,851
292,person,371,311,479,482
292,cup,224,426,269,466
292,remote,181,447,233,496
292,laptop,373,356,437,402
292,chair,122,720,378,851
293,person,11,254,374,851
293,person,370,311,478,482
293,cup,224,427,269,467
293,remote,181,447,233,496
294,person,11,254,374,851
294,person,370,310,478,482
294,cup,223,427,269,470
294,cup,181,446,234,498
295,person,11,254,374,851
295,person,371,310,479,481
295,cup,223,428,269,470
295,bowl,181,448,234,497
296,person,10,254,375,851
296,person,371,310,479,481
296,cup,224,430,269,472
296,remote,182,448,235,497
296,chair,126,721,372,851
297,person,10,254,375,851
297,person,370,309,479,481
297,cup,224,429,269,472
297,remote,183,449,235,497
298,person,10,254,375,851
298,person,370,309,479,481
298,cup,224,430,268,472
298,remote,182,449,235,498
298,chair,124,721,379,851
298,laptop,373,355,437,401
299,person,10,255,376,851
299,person,370,309,479,481
299,cup,224,430,268,473
299,remote,182,450,235,498
299,laptop,373,355,437,401
299,chair,124,720,380,851
299,bowl,182,450,235,498
300,person,9,254,375,851
300,person,371,308,479,482
300,cup,224,430,268,473
300,remote,181,449,234,498
300,dining table,346,476,478,687
300,chair,119,719,376,851
301,person,9,253,376,851
301,person,370,308,479,481
301,cup,223,430,268,473
301,remote,181,449,233,497
301,chair,119,719,377,851
