Frame,Object,Confidence
1,person,0.8749926686286926
1,person,0.8696309328079224
1,person,0.8190824389457703
1,person,0.7278775572776794
1,person,0.3236687481403351
2,person,0.8883261680603027
2,person,0.8607233166694641
2,person,0.7998062372207642
2,person,0.7319362163543701
3,person,0.8913620114326477
3,person,0.8588116765022278
3,person,0.785635769367218
3,person,0.7309656143188477
4,person,0.8651041388511658
4,person,0.8474344611167908
4,person,0.8180484175682068
4,person,0.7392721772193909
4,skateboard,0.6016660332679749
5,person,0.8764383792877197
5,person,0.8261860609054565
5,person,0.7962464690208435
5,person,0.7377252578735352
5,skateboard,0.4331549108028412
6,person,0.8894177079200745
6,person,0.8567823767662048
6,person,0.7370737195014954
6,person,0.7351992130279541
6,skateboard,0.5269775390625
7,person,0.8874054551124573
7,person,0.874495267868042
7,person,0.7582711577415466
7,person,0.7350296974182129
7,skateboard,0.41829463839530945
8,person,0.8953168988227844
8,person,0.8662905097007751
8,person,0.7508619427680969
8,person,0.7267841696739197
8,skateboard,0.34493497014045715
9,person,0.8899618983268738
9,person,0.8768146634101868
9,person,0.7137300968170166
9,person,0.6984792351722717
10,person,0.893328070640564
10,person,0.8932905793190002
10,person,0.8451167941093445
10,person,0.7265195250511169
11,person,0.8893252015113831
11,person,0.8493483066558838
11,person,0.8343790769577026
11,person,0.692405104637146
12,person,0.8819727897644043
12,person,0.8800538182258606
12,person,0.7901673913002014
12,person,0.6167532205581665
13,person,0.9136990308761597
13,person,0.8786335587501526
13,person,0.7691624760627747
13,person,0.4939228594303131
14,person,0.9144602417945862
14,person,0.888489305973053
14,person,0.8284403681755066
14,person,0.2659705579280853
15,person,0.9182597994804382
15,person,0.8824270963668823
15,person,0.8006942868232727
15,person,0.5080270767211914
16,person,0.916796863079071
16,person,0.8810378313064575
16,person,0.8000714182853699
17,person,0.9042417407035828
17,person,0.8801684379577637
17,person,0.6909408569335938
18,person,0.8922441005706787
18,person,0.8712294101715088
18,person,0.7767946124076843
19,person,0.8865216970443726
19,person,0.8665024042129517
19,person,0.5615540742874146
19,person,0.42120417952537537
19,person,0.3791900873184204
20,person,0.8829077482223511
20,person,0.8779962658882141
20,person,0.7232276797294617
20,person,0.6193619966506958
20,person,0.39564016461372375
21,person,0.8939301371574402
21,person,0.8702805638313293
21,person,0.7470820546150208
21,person,0.5752048492431641
21,person,0.54081130027771
21,skateboard,0.40803512930870056
21,person,0.2757205367088318
22,person,0.8786135911941528
22,person,0.8380920886993408
22,person,0.8132135272026062
22,person,0.7450079321861267
22,person,0.5432030558586121
23,person,0.8894578814506531
23,person,0.8223843574523926
23,person,0.7670936584472656
23,person,0.7649332880973816
23,person,0.677006185054779
24,person,0.9057034254074097
24,person,0.8029481172561646
24,person,0.7950296998023987
24,person,0.7775604128837585
24,person,0.6973601579666138
24,skateboard,0.6613227725028992
24,person,0.2835192084312439
25,person,0.8888214826583862
25,person,0.8029230833053589
25,person,0.7775210738182068
25,person,0.6948583722114563
26,person,0.8861627578735352
26,person,0.7954837083816528
26,person,0.7067714333534241
26,person,0.40977564454078674
27,person,0.8923801183700562
27,person,0.8101199865341187
27,person,0.693966269493103
27,skateboard,0.3692106604576111
28,person,0.8868895173072815
28,person,0.8173803687095642
28,person,0.6759350299835205
28,skateboard,0.3107554614543915
29,person,0.894477128982544
29,person,0.8091716170310974
29,person,0.6457220911979675
29,skateboard,0.3878692388534546
30,person,0.9015923142433167
30,person,0.8148380517959595
31,person,0.904231607913971
31,person,0.817143976688385
31,skateboard,0.35995954275131226
32,person,0.8957367539405823
32,person,0.801149845123291
32,skateboard,0.3842528164386749
32,skateboard,0.34371817111968994
32,skateboard,0.30224043130874634
33,person,0.900172233581543
33,person,0.8571489453315735
33,person,0.8065533638000488
34,person,0.9156570434570312
34,person,0.8420796394348145
34,person,0.7848107218742371
35,person,0.8994814157485962
35,person,0.8287363052368164
35,person,0.7912507653236389
36,person,0.9176639318466187
36,person,0.7589818239212036
36,person,0.7553780674934387
37,person,0.9179489016532898
37,person,0.7850145101547241
37,person,0.7573933601379395
38,person,0.9154826998710632
38,person,0.7872137427330017
38,person,0.7349703311920166
39,person,0.9147949814796448
39,person,0.7109586000442505
39,person,0.657869279384613
40,person,0.9136050939559937
40,person,0.7965940237045288
40,person,0.7220010161399841
40,person,0.41960400342941284
41,person,0.9099879264831543
41,person,0.7908130288124084
41,person,0.704100489616394
41,person,0.5187211036682129
42,person,0.91734778881073
42,person,0.8310315608978271
42,person,0.6894060969352722
42,person,0.5372574329376221
43,person,0.9051101803779602
43,person,0.7711696028709412
43,person,0.6466193795204163
44,person,0.9061554074287415
44,person,0.8407398462295532
44,person,0.6366176605224609
44,person,0.3209213316440582
45,person,0.8834503889083862
45,person,0.8665059804916382
45,person,0.5997389554977417
45,person,0.5582047700881958
46,person,0.899552047252655
46,person,0.8767107725143433
46,person,0.7225131988525391
46,person,0.5600994825363159
47,person,0.878080427646637
47,person,0.8702456951141357
47,person,0.8231790065765381
47,person,0.5937182903289795
48,person,0.9220728874206543
48,person,0.865215003490448
48,person,0.8614628911018372
48,person,0.6586561799049377
48,person,0.5615854859352112
49,person,0.9216280579566956
49,person,0.8659285306930542
49,person,0.8459851741790771
49,person,0.6958803534507751
49,person,0.6957274079322815
49,skateboard,0.32210710644721985
50,person,0.9224168062210083
50,person,0.8751621842384338
50,person,0.8682478666305542
50,person,0.6853433847427368
50,person,0.6645647287368774
50,person,0.3695726692676544
51,person,0.9083629250526428
51,person,0.8581922650337219
51,person,0.8529247045516968
51,person,0.7016034126281738
51,person,0.6806997656822205
52,person,0.9172687530517578
52,person,0.8828208446502686
52,person,0.8539220094680786
52,person,0.7142597436904907
52,person,0.6631091833114624
52,skateboard,0.41221883893013
53,person,0.8935222029685974
53,person,0.8885094523429871
53,person,0.8465031981468201
53,person,0.7075247764587402
53,person,0.595084011554718
54,person,0.8978754878044128
54,person,0.8834213614463806
54,person,0.8833090662956238
54,person,0.7153258919715881
54,person,0.6712870597839355
54,skateboard,0.537972629070282
55,person,0.9003086686134338
55,person,0.8786822557449341
55,person,0.8757722973823547
55,person,0.6968786120414734
55,person,0.6559110283851624
56,person,0.8973891735076904
56,person,0.8491438627243042
56,person,0.8426545858383179
56,person,0.7019399404525757
56,person,0.6617550849914551
56,skateboard,0.29238244891166687
57,person,0.942107081413269
57,person,0.8563935160636902
57,person,0.8492010831832886
57,person,0.742280125617981
57,person,0.7011712789535522
57,skateboard,0.46943363547325134
57,skateboard,0.4013638198375702
57,skateboard,0.2894819378852844
58,person,0.9166662096977234
58,person,0.8936976194381714
58,person,0.8496268391609192
58,person,0.7602970004081726
58,person,0.7023392915725708
58,skateboard,0.5183655023574829
58,skateboard,0.3943128287792206
58,person,0.38177046179771423
59,person,0.9345211982727051
59,person,0.9042186141014099
59,person,0.8829969763755798
59,person,0.7828760743141174
59,person,0.7003242373466492
59,skateboard,0.4615342319011688
59,skateboard,0.39676451683044434
59,skateboard,0.29386106133461
60,person,0.9172674417495728
60,person,0.9007737636566162
60,person,0.8998490571975708
60,person,0.7597852945327759
60,person,0.7059239149093628
60,skateboard,0.3604075312614441
61,person,0.921011209487915
61,person,0.903789758682251
61,person,0.9012519717216492
61,person,0.7841377258300781
61,person,0.7125621438026428
61,skateboard,0.6762601733207703
62,person,0.9012987017631531
62,person,0.8903802633285522
62,person,0.8736976385116577
62,skateboard,0.8501156568527222
62,person,0.7854503989219666
62,person,0.7037649154663086
62,person,0.4033559262752533
62,person,0.37561798095703125
63,person,0.9119150638580322
63,person,0.9049229621887207
63,person,0.8644647002220154
63,person,0.7740905284881592
63,person,0.6989091634750366
63,person,0.6878756284713745
63,skateboard,0.6692616939544678
64,person,0.8781101107597351
64,person,0.8597639203071594
64,person,0.8011530637741089
64,person,0.7707927823066711
64,person,0.7142968773841858
64,skateboard,0.5520556569099426
64,person,0.5063748359680176
64,skateboard,0.3300684988498688
65,person,0.8913816213607788
65,person,0.86591637134552
65,person,0.8184992671012878
65,person,0.7841553092002869
65,person,0.7223087549209595
65,skateboard,0.3557669222354889
65,skateboard,0.2777825891971588
65,person,0.25155818462371826
66,person,0.8976085782051086
66,person,0.839678168296814
66,person,0.737824022769928
66,person,0.71183180809021
66,person,0.7097602486610413
66,skateboard,0.5114582777023315
67,person,0.8860674500465393
67,person,0.8797228932380676
67,person,0.7193569540977478
67,person,0.7081892490386963
67,person,0.6993749141693115
67,person,0.3454974591732025
68,person,0.8884119987487793
68,person,0.8542838096618652
68,person,0.8018010258674622
68,person,0.7157057523727417
68,person,0.6175119876861572
