Frame Number,Object,Confidence Score
1,dining table,0.69149035
1,vase,0.6909236
1,chair,0.68706006
1,potted plant,0.63504356
1,potted plant,0.62732154
1,chair,0.6270175
1,book,0.62223077
1,chair,0.61644304
1,book,0.6045089
1,potted plant,0.6028059
1,book,0.5995098
1,vase,0.5882938
1,book,0.57997906
1,vase,0.57986796
1,book,0.5698605
1,chair,0.5651961
1,chair,0.5597943
1,book,0.5584456
1,vase,0.5491886
1,book,0.5455106
1,dining table,0.54138035
1,potted plant,0.54062104
1,dining table,0.530528
1,book,0.52913606
1,toilet,0.5198744
1,potted plant,0.5171417
1,potted plant,0.5148944
1,book,0.51241916
1,chair,0.51066214
1,chair,0.50848794
1,book,0.5032059
1,potted plant,0.49963307
1,vase,0.49746025
1,potted plant,0.49471253
1,potted plant,0.49281022
1,potted plant,0.4896797
1,potted plant,0.47692406
1,book,0.465633
1,potted plant,0.462477
1,vase,0.45573583
1,chair,0.4482575
1,potted plant,0.44256753
1,dining table,0.44116443
1,book,0.44083813
1,book,0.4383391
1,chair,0.4377469
1,book,0.43739074
1,potted plant,0.43579906
1,bowl,0.43439928
1,chair,0.42960674
1,vase,0.4283203
1,book,0.41783825
1,potted plant,0.41608253
1,book,0.41460353
1,book,0.41280627
1,potted plant,0.41280413
1,book,0.41242605
1,book,0.40877593
1,vase,0.4070375
1,vase,0.40157008
1,book,0.4004806
1,dining table,0.39995655
1,book,0.39992532
1,book,0.3819413
1,potted plant,0.38078544
1,vase,0.37938365
1,vase,0.37717623
1,vase,0.37082583
1,book,0.37055925
1,toilet,0.36800197
1,vase,0.36151227
1,potted plant,0.36151037
1,potted plant,0.36088637
1,book,0.36073437
1,potted plant,0.35861975
1,book,0.3573009
1,cup,0.3563258
1,vase,0.35442325
1,chair,0.35189918
1,chair,0.34998778
1,chair,0.34822664
1,chair,0.34506196
1,vase,0.3426385
1,dining table,0.33915097
1,potted plant,0.33690104
1,chair,0.33686838
1,bowl,0.33458042
1,dining table,0.33444938
1,dining table,0.32666895
1,book,0.325603
1,book,0.32386926
1,chair,0.32142857
1,clock,0.31949422
1,book,0.31671193
1,vase,0.31562185
1,chair,0.3148949
1,toilet,0.314768
1,dining table,0.31393516
1,chair,0.31241548
1,potted plant,0.31103337
2,potted plant,0.68552005
2,dining table,0.68173254
2,chair,0.6671694
2,vase,0.6405863
2,book,0.62505484
2,chair,0.61595637
2,book,0.6154473
2,chair,0.6077291
2,book,0.59506315
2,book,0.5935329
2,potted plant,0.5925731
2,vase,0.59132034
2,vase,0.5904175
2,chair,0.57880646
2,vase,0.56801254
2,chair,0.55808175
2,dining table,0.5502156
2,book,0.54236627
2,book,0.535195
2,book,0.53453493
2,book,0.5343524
2,book,0.5316981
2,potted plant,0.5273297
2,potted plant,0.52692246
2,potted plant,0.5267782
2,book,0.52563256
2,potted plant,0.51608104
2,chair,0.51349795
2,potted plant,0.5097569
2,potted plant,0.50907034
2,dining table,0.5023002
2,potted plant,0.50012106
2,potted plant,0.496047
2,potted plant,0.4947464
2,book,0.48768473
2,toilet,0.4862965
2,book,0.48129913
2,chair,0.47858748
2,chair,0.47105646
2,book,0.4633685
2,potted plant,0.4562791
2,book,0.45308572
2,vase,0.45078647
2,book,0.44873166
2,vase,0.4464576
2,vase,0.4438916
2,book,0.4389719
2,book,0.43733612
2,book,0.43361786
2,book,0.41858923
2,chair,0.4185514
2,vase,0.4144813
2,potted plant,0.4112245
2,book,0.4079769
2,bowl,0.4063488
2,vase,0.40530333
2,cup,0.40001655
2,book,0.39991036
2,potted plant,0.39898598
2,dining table,0.39780664
2,vase,0.39690098
2,potted plant,0.39675808
2,potted plant,0.3914153
2,book,0.39074954
2,potted plant,0.38522202
2,chair,0.38209563
2,potted plant,0.3768335
2,chair,0.3761226
2,chair,0.3750881
2,bowl,0.36908722
2,vase,0.3670294
2,vase,0.36560607
2,chair,0.3617981
2,book,0.36166364
2,dining table,0.36001295
2,chair,0.35915685
2,bottle,0.3552404
2,book,0.35340255
2,vase,0.3520757
2,vase,0.350277
2,vase,0.34898576
2,book,0.3468733
2,dining table,0.34637347
2,vase,0.34248567
2,book,0.34054247
2,chair,0.33948132
2,book,0.33421496
2,dining table,0.33233002
2,potted plant,0.32851145
2,toilet,0.32709363
2,dining table,0.3251738
2,bottle,0.3249089
2,couch,0.32003674
2,cup,0.31948346
2,potted plant,0.31919742
2,chair,0.31603062
2,potted plant,0.31345043
2,dining table,0.3127237
2,dining table,0.3106547
2,potted plant,0.3088932
3,chair,0.66800654
3,potted plant,0.66322726
3,dining table,0.6601291
3,book,0.6110487
3,chair,0.60967064
3,chair,0.60430187
3,chair,0.60373807
3,book,0.5999108
3,book,0.5891215
3,book,0.5885631
3,vase,0.5878508
3,potted plant,0.58558214
3,book,0.582164
3,vase,0.5760885
3,vase,0.5718817
3,vase,0.57113576
3,potted plant,0.5689409
3,book,0.55482036
3,potted plant,0.537346
